1	42	1	NULL	NULL	237370
2	43	1	NULL	NULL	237371
3	46	1	NULL	NULL	237374
4	48	1	NULL	NULL	237376
5	49	1	NULL	NULL	237377
6	51	1	NULL	NULL	237379
7	52	1	NULL	NULL	237380
8	54	1	NULL	NULL	237382
9	66	1	NULL	NULL	237394
10	67	1	NULL	NULL	237395
11	68	1	NULL	NULL	237396
12	71	1	NULL	NULL	237398
13	73	1	NULL	NULL	237400
14	76	1	NULL	NULL	237403
15	82	1	NULL	NULL	237408
16	83	1	NULL	NULL	237409
17	88	1	NULL	NULL	237414
18	89	1	NULL	NULL	237415
19	91	1	NULL	NULL	237417
20	101	1	NULL	NULL	237427
21	103	1	NULL	NULL	237429
22	105	1	NULL	NULL	237431
23	111	1	NULL	NULL	237437
24	113	1	NULL	NULL	237439
25	116	1	NULL	NULL	237442
26	118	1	NULL	NULL	237444
27	119	1	NULL	NULL	237445
28	121	1	NULL	NULL	237447
29	126	1	NULL	NULL	237452
30	131	1	NULL	NULL	237457
31	132	1	NULL	NULL	237458
32	133	1	NULL	NULL	237459
33	134	1	NULL	NULL	237460
34	136	1	NULL	NULL	237462
35	140	1	NULL	NULL	237466
36	143	1	NULL	NULL	237469
37	144	1	NULL	NULL	237470
38	145	1	NULL	NULL	237471
39	147	1	NULL	NULL	237473
40	150	1	NULL	NULL	237476
41	158	1	NULL	NULL	237481
42	162	1	NULL	NULL	237484
43	165	1	NULL	NULL	237486
44	168	1	NULL	NULL	237489
45	172	1	NULL	NULL	237493
46	178	1	NULL	NULL	237498
47	179	1	NULL	NULL	237499
48	183	1	NULL	NULL	237503
49	184	1	NULL	NULL	237504
50	185	1	NULL	NULL	237505
51	190	1	NULL	NULL	237509
52	191	1	NULL	NULL	237510
53	192	1	NULL	NULL	237511
54	198	1	NULL	NULL	237517
55	199	1	NULL	NULL	237518
56	207	1	NULL	NULL	237526
57	208	1	NULL	NULL	237527
58	209	1	NULL	NULL	237528
59	210	1	NULL	NULL	237529
60	213	1	NULL	NULL	237532
61	214	1	NULL	NULL	237533
62	222	1	NULL	NULL	237541
63	224	1	NULL	NULL	237543
64	228	1	NULL	NULL	237547
65	230	1	NULL	NULL	237548
66	235	1	NULL	NULL	237550
67	242	1	NULL	NULL	237556
68	243	1	NULL	NULL	237557
69	247	1	NULL	NULL	237561
70	249	1	NULL	NULL	237563
71	251	1	NULL	NULL	237565
72	255	1	NULL	NULL	237569
73	257	1	NULL	NULL	237571
74	264	1	NULL	NULL	237578
75	265	1	NULL	NULL	237579
76	268	1	NULL	NULL	237582
77	270	1	NULL	NULL	237584
78	275	1	NULL	NULL	237589
79	277	1	NULL	NULL	237591
