146576	1	81	199738	NULL	NULL	NULL	100.00
146577	2	81	203872	NULL	NULL	NULL	100.00
146578	3	81	46366	NULL	NULL	NULL	100.00
146579	4	81	198167	NULL	NULL	NULL	100.00
146580	5	81	200330	NULL	NULL	NULL	100.00
146581	6	81	196523	NULL	NULL	NULL	100.00
146582	7	81	204154	NULL	NULL	NULL	100.00
146583	8	81	196952	NULL	NULL	NULL	100.00
146584	9	81	198989	NULL	NULL	NULL	100.00
146585	10	81	135221	NULL	NULL	NULL	100.00
146586	11	81	47158	NULL	NULL	NULL	100.00
146587	12	81	196989	NULL	NULL	NULL	100.00
146588	13	81	192650	NULL	NULL	NULL	100.00
146589	14	81	196095	NULL	NULL	NULL	100.00
146590	15	81	203383	NULL	NULL	NULL	100.00
146591	16	81	196507	NULL	NULL	NULL	100.00
146592	17	81	200626	NULL	NULL	NULL	100.00
146593	18	81	123419	NULL	NULL	NULL	100.00
146594	19	81	198778	NULL	NULL	NULL	100.00
146595	20	81	196520	NULL	NULL	NULL	100.00
146596	21	81	202042	NULL	NULL	NULL	100.00
146597	22	81	198067	NULL	NULL	NULL	100.00
146598	23	81	199024	NULL	NULL	NULL	100.00
146599	24	81	194423	NULL	NULL	NULL	100.00
146600	25	81	200327	NULL	NULL	NULL	100.00
146601	26	81	204014	NULL	NULL	NULL	100.00
146602	27	81	123130	NULL	NULL	NULL	100.00
146603	28	81	203945	NULL	NULL	NULL	100.00
146604	29	81	194283	NULL	NULL	NULL	100.00
146605	30	81	204352	NULL	NULL	NULL	100.00
146606	31	81	203327	NULL	NULL	NULL	100.00
146607	32	81	198329	NULL	NULL	NULL	100.00
146608	33	81	203461	NULL	NULL	NULL	100.00
146609	34	81	201706	NULL	NULL	NULL	100.00
146610	35	81	204119	NULL	NULL	NULL	100.00
146611	36	81	200458	NULL	NULL	NULL	100.00
146612	37	81	196388	NULL	NULL	NULL	100.00
146613	38	81	193098	NULL	NULL	NULL	100.00
146614	39	81	204344	NULL	NULL	NULL	100.00
146615	40	81	193056	NULL	NULL	NULL	100.00
146616	41	81	203172	NULL	NULL	NULL	100.00
146617	42	81	196951	NULL	NULL	NULL	100.00
146618	43	81	74266	NULL	NULL	NULL	100.00
146619	44	81	24078	NULL	NULL	NULL	100.00
146620	45	81	203871	NULL	NULL	NULL	100.00
146621	46	81	194193	NULL	NULL	NULL	100.00
146622	47	81	44278	NULL	NULL	NULL	100.00
146623	48	81	197764	NULL	NULL	NULL	100.00
146624	49	81	201030	NULL	NULL	NULL	100.00
146625	50	81	195121	NULL	NULL	NULL	100.00
146626	51	81	202693	NULL	NULL	NULL	100.00
146627	52	81	203794	NULL	NULL	NULL	100.00
146628	53	81	198096	NULL	NULL	NULL	100.00
146629	54	81	146497	NULL	NULL	NULL	100.00
146630	55	81	198289	NULL	NULL	NULL	100.00
146631	56	81	195633	NULL	NULL	NULL	100.00
146632	57	81	199687	NULL	NULL	NULL	100.00
146633	58	81	204211	NULL	NULL	NULL	100.00
146634	59	81	197447	NULL	NULL	NULL	100.00
146635	60	81	197523	NULL	NULL	NULL	100.00
146636	61	81	198480	NULL	NULL	NULL	100.00
146637	62	81	204022	NULL	NULL	NULL	100.00
146638	63	81	201559	NULL	NULL	NULL	100.00
146639	64	81	195265	NULL	NULL	NULL	100.00
146640	65	81	200930	NULL	NULL	NULL	100.00
146641	66	81	198004	NULL	NULL	NULL	100.00
146642	67	81	198186	NULL	NULL	NULL	100.00
146643	68	81	199428	NULL	NULL	NULL	100.00
146644	69	81	195944	NULL	NULL	NULL	100.00
146645	70	81	114950	NULL	NULL	NULL	100.00
146646	71	81	196756	NULL	NULL	NULL	100.00
146647	72	81	195307	NULL	NULL	NULL	100.00
146648	73	81	203106	NULL	NULL	NULL	100.00
146649	74	81	202198	NULL	NULL	NULL	100.00
146650	75	81	197662	NULL	NULL	NULL	100.00
146651	76	81	204365	NULL	NULL	NULL	100.00
146652	77	81	199168	NULL	NULL	NULL	100.00
146653	78	81	197886	NULL	NULL	NULL	100.00
146654	79	81	198665	NULL	NULL	NULL	100.00
146655	80	81	196811	NULL	NULL	NULL	100.00
146656	81	81	202032	NULL	NULL	NULL	100.00
146657	82	81	204129	NULL	NULL	NULL	100.00
146658	83	81	196521	NULL	NULL	NULL	100.00
