1	501729	36292
2	501729	43872
3	502327	36408
4	502327	44007
5	503729	25964
6	503729	27549
7	503837	26636
8	503837	26695
9	503855	7687
10	503855	10542
11	504075	1982
12	504075	41675
13	504747	5830
14	504747	7369
15	504959	36541
16	504959	44637
17	505206	5830
18	505206	7369
19	505209	26636
20	505209	26695
21	505244	30056
22	505244	41694
23	505631	27135
24	505631	27359
25	505698	36308
26	505698	43889
27	505829	23579
28	505829	26701
29	505987	37619
30	505987	47868
31	506126	37669
32	506126	48267
33	506133	46194
34	506133	46195
35	506133	46196
36	506133	46197
37	506133	46198
38	506133	46199
39	506133	46200
40	506133	46201
41	506133	46202
42	506133	46203
43	506133	46204
44	506133	46205
45	506133	46206
46	506133	46207
47	506133	46208
48	506133	46209
49	506133	46210
50	506133	46211
51	506133	46212
52	506133	46213
53	506133	46214
54	506133	46215
55	506133	46216
56	506133	46217
57	506133	46218
58	506133	46219
59	506133	46220
60	506133	46221
61	506133	46222
62	506133	46223
63	506133	46224
64	506133	46225
65	506133	46226
66	506133	46227
67	506133	46228
68	506133	46229
69	506133	46230
70	506133	46231
71	506133	46232
72	506133	46233
73	506133	46234
74	506133	46235
75	506133	46236
76	506133	46237
77	506133	46238
78	506133	46239
79	506133	46240
80	506133	46241
81	506133	46242
82	506133	46243
83	506133	46244
84	506133	46245
85	506133	46246
86	506133	46247
87	506133	46248
88	506133	46249
89	506133	46250
90	506133	46251
91	506133	46252
92	506133	46253
93	506133	46254
94	506133	46255
95	506133	46256
96	506133	46257
97	506133	46258
98	506133	46259
99	506133	46260
100	506133	46261
101	506133	46262
102	506133	46263
103	506133	46264
104	506133	46265
105	506133	46266
106	506133	46267
107	506133	46268
108	506133	46269
109	506133	46270
110	506133	46271
111	506133	46272
112	506133	46273
113	506133	46274
114	506133	46275
115	506133	46276
116	506133	46277
117	506133	46278
118	506133	46279
119	506133	46280
120	506133	46281
121	506133	46282
122	506133	46283
123	506133	46284
124	506133	46285
125	506133	46286
126	506133	46287
127	506133	46288
128	506133	46289
129	506133	46290
130	506133	46291
131	506133	46292
132	506133	46293
133	506133	46294
134	506133	46295
135	506133	46296
136	506133	46297
137	506133	46298
138	506133	46299
139	506133	46300
140	506133	46301
141	506133	46302
142	506133	46303
143	506133	46304
144	506133	46305
145	506133	46306
146	506133	46307
147	506133	46308
148	506133	46309
149	506133	46310
150	506133	46311
151	506133	46312
152	506133	46313
153	506133	46314
154	506133	46315
155	506133	46316
156	506133	46317
157	506133	46318
158	506133	46319
159	506133	46320
160	506133	46321
161	506133	46322
162	506133	46323
163	506133	46324
164	506133	46325
165	506133	46326
166	506133	46327
167	506133	46328
168	506133	46329
169	506133	46330
170	506133	46331
171	506133	46332
172	506133	46333
173	506133	46334
174	506133	46335
175	506133	47389
176	506133	47391
177	506169	37669
178	506169	48267
179	506345	25944
180	506345	27524
181	506366	36517
182	506366	44613
183	506398	36521
184	506398	44617
185	506593	36106
186	506593	43683
187	506745	46338
188	506745	47909
189	506861	24479
190	506861	24480
191	507011	36267
192	507011	43847
193	507366	7693
194	507366	17196
195	507576	36022
196	507576	43597
197	507620	37892
198	507620	44907
199	507643	36206
200	507643	43786
201	507697	36436
202	507697	44035
203	507823	44561
204	507823	47923
205	507860	36408
206	507860	44007
207	507862	15736
208	507862	29214
209	507896	36290
210	507896	43870
211	507971	36235
212	507971	43815
213	507983	36234
214	507983	43814
215	508040	36436
216	508040	44035
217	508145	36408
218	508145	44007
219	508264	36407
220	508264	44006
221	508273	21740
222	508273	31203
223	508422	36308
224	508422	43889
225	508431	36438
226	508431	44037
227	508592	36201
228	508592	43781
229	508600	36023
230	508600	43598
231	508605	36267
232	508605	43847
233	508740	36210
234	508740	43790
235	508741	36436
236	508741	44035
237	508759	36309
238	508759	43890
239	508903	26636
240	508903	26695
241	508939	21116
242	508939	21117
243	509004	36436
244	509004	44035
245	509026	22097
246	509026	31200
247	509035	9527
248	509035	27008
249	509084	7693
250	509084	17196
251	509171	36488
252	509171	44583
253	509187	36211
254	509187	43791
255	509236	36240
256	509236	43820
257	509313	36211
258	509313	43791
259	509406	36211
260	509406	43791
261	509460	36231
262	509460	43811
263	509604	36106
264	509604	43683
265	509640	9527
266	509640	27008
267	509646	36436
268	509646	44035
269	509699	7693
270	509699	17196
271	509734	36067
272	509734	43643
273	509758	36308
274	509758	43889
275	509799	7693
276	509799	17196
277	510028	36438
278	510028	44037
279	510048	36244
280	510048	43824
281	510083	36067
282	510083	43643
283	510140	36245
284	510140	43825
285	510221	36211
286	510221	43791
287	510222	36211
