1	ENVASES_NR	Comercialización de envases no retornables y afines	1	0	0	1		0	0
2	EXPLOTACION_CANTERAS	Derecho de explotación de canteras	2	0	0	1		0	0
3	GRG	Gestión de residuos a grandes generadores	3	0	0	1		0	0
4	MANT_VIAL	Mantenimiento Vial	4	0	0	1		0	0
5	TAP	Tasa de alumbrado público	5	0	0	1		0	0
6	TISH	Tasa de inspección de seguridad e higiene	6	0	0	1		0	0
