48	1	48	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163280		110	NULL		NULL	0.00	0.00	0.00	0
49	1	49	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163281		110	NULL		NULL	0.00	0.00	0.00	0
51	1	51	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163282		110	NULL		NULL	0.00	0.00	0.00	0
52	1	52	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163283		110	NULL		NULL	0.00	0.00	0.00	0
53	1	53	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163284		110	NULL		NULL	0.00	0.00	0.00	0
54	1	54	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163285		110	NULL		NULL	0.00	0.00	0.00	0
55	1	55	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163286		110	NULL		NULL	0.00	0.00	0.00	0
57	1	57	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163287		110	NULL		NULL	0.00	0.00	0.00	0
58	1	58	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163288		110	NULL		NULL	0.00	0.00	0.00	0
59	1	59	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163289		110	NULL		NULL	0.00	0.00	0.00	0
61	1	61	0	2021-05-17	NULL	0		0		0		0		0		0			0000		163290		110	NULL		NULL	0.00	0.00	0.00	0
62	1	62	0	2022-12-07	NULL	0		0		0		0		0		0			0000		163291		110	NULL		NULL	0.00	0.00	0.00	0
63	1	63	0	2023-01-17	NULL	0		0		0		0		0		0			0000		163292		110	NULL		NULL	0.00	0.00	0.00	0
64	1	64	0	2023-02-13	NULL	0		0		0		0		0		0			0000		163293		110	NULL		NULL	0.00	0.00	0.00	0
