52	600052	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		N.ALTO				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
53	600053	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		N.BAJO				3	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
54	600054	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
55	600055	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				3	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
56	600056	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
57	600057	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
58	600058	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		N.BAJO				3	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
59	600059	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		TIERRA					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
60	600060	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				1	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
61	600061	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		S.BAJO				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
62	600062	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	NULL							0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
63	600063	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
64	600064	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
65	600065	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
66	600066	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		N.ALTO				3	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
67	600067	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
68	600068	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		TIERRA					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
69	600069	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		2					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
70	600070	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		3					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
71	600071	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		1				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
72	600072	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	4		7					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
73	600073	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		NICHO					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
74	600074	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		2					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
75	600075	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				1	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
76	600076	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		NICHO					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
77	600077	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		NICHO					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
78	600078	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				1	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
79	600079	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		7					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
80	600080	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	10		F.OEST				4	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
81	600081	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		3					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
82	600082	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	NULL							0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
83	600083	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		1				4	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
84	600084	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		S.BAJO				1	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
85	600085	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		9					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
86	600086	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		GRUP.3				1	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
87	600087	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		S.ALTO				2	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
88	600088	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		9					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
89	600089	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		NICHO					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
90	600090	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		9					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
91	600091	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		4					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
92	600092	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	10		F.OEST				4	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
93	600093	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	7		NICHO					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
94	600094	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	10		FRENTE				4	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
95	600095	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		10					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
96	600096	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	4		4					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
97	600097	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	11		8					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
98	600098	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	10		FRENTE				3	0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
99	600099	21	2019-01-05 00:00:00.000	2019-01-05 00:00:00.000	4		2					0	2019-01-05 00:00:00.000	NULL	NULL	0	2019-01-05 00:00:00.000	NULL	NULL	0	0	0	0.00	0.00	0.00	3003	380	
