IdLocalidad	Descripcion	CodigoPostal	IdProvincia	FechaAlta	EsCampana
1	CABEZA DE CHANCHO	3061	21	2018-06-17	
2	CAMPO GARAY	3066	21	2018-06-17	
3	CAMPO SAN JOSE	3060	21	2018-06-17	
4	COLONIA INDEPENDENCIA	3066	21	2018-06-17	
5	COLONIA MONTEFIORE	2341	21	2018-06-17	
6	EL AMARGO	3060	21	2018-06-17	
7	EL MARIANO	3060	21	2018-06-17	
8	EL NOCHERO	3061	21	2018-06-17	
9	ESTANCIA LA CIGUE	3060	21	2018-06-17	
10	ESTEBAN RAMS	3066	21	2018-06-17	
11	FORTIN ALERTA	3066	21	2018-06-17	
12	FORTIN ARGENTINA	3060	21	2018-06-17	
13	FORTIN ATAHUALPA	3061	21	2018-06-17	
14	FORTIN CACIQUE	3060	21	2018-06-17	
15	FORTIN SEIS DE CABALLERIA	3061	21	2018-06-17	
16	FORTIN TOSTADO	3060	21	2018-06-17	
17	GATO COLORADO	3541	21	2018-06-17	
18	GREGORIA PEREZ DE DENIS	3061	21	2018-06-17	
19	INDEPENDENCIA	3060	21	2018-06-17	
20	KILOMETRO 293	3066	21	2018-06-17	
21	KILOMETRO 389	3061	21	2018-06-17	
22	KILOMETRO 421	3061	21	2018-06-17	
23	KILOMETRO 468	3061	21	2018-06-17	
24	LA BOMBILLA	3060	21	2018-06-17	
25	LA ELSA	2341	21	2018-06-17	
26	LA MARINA	2341	21	2018-06-17	
27	LAS CHU	3061	21	2018-06-17	
28	LOGRO	3066	21	2018-06-17	
29	LOS CHARABONES	3060	21	2018-06-17	
30	NUEVA ITALIA	3074	21	2018-06-17	
31	PADRE PEDRO ITURRALDE	3061	21	2018-06-17	
32	PORTALIS	3066	21	2018-06-17	
33	POZO BORRADO	3061	21	2018-06-17	
34	PUEBLO NUEVO	2124	21	2018-06-17	
35	SANTA MARGARITA	3061	21	2018-06-17	
36	TOSTADO	3060	21	2018-06-17	
37	TRES POZOS	3061	21	2018-06-17	
38	VILLA MINETTI	3061	21	2018-06-17	
39	ANTONIO PINI	3061	21	2018-06-17	
40	ARMSTRONG	2508	21	2018-06-17	
41	BOUQUET	2523	21	2018-06-17	
42	CAMPO CHARO	2512	21	2018-06-17	
43	CAMPO GIMBATTI	2508	21	2018-06-17	
44	CAMPO LA AMISTAD	2508	21	2018-06-17	
45	CAMPO LA PAZ	2512	21	2018-06-17	
46	CAMPO LA RIVIERE	2505	21	2018-06-17	
47	CAMPO SANTA ISABEL	2505	21	2018-06-17	
48	ITURRASPE	2521	21	2018-06-17	
49	LA CALIFORNIA	2520	21	2018-06-17	
50	LAS PAREJAS	2505	21	2018-06-17	
51	LAS ROSAS	2520	21	2018-06-17	
52	MONTES DE OCA	2521	21	2018-06-17	
53	SAN GUILLERMO	2512	21	2018-06-17	
54	TORTUGAS	2512	21	2018-06-17	
55	ARTEAGA	2187	21	2018-06-17	
56	BERABEVU	2639	21	2018-06-17	
57	BIGAND	2177	21	2018-06-17	
58	CAMPO CRENNA	2185	21	2018-06-17	
59	CAMPO NUEVO	2639	21	2018-06-17	
60	CAMPO PESOA	2173	21	2018-06-17	
61	CANDELARIA SUD	2170	21	2018-06-17	
62	CASILDA	2170	21	2018-06-17	
63	CHABAS	2173	21	2018-06-17	
64	CHA	2643	21	2018-06-17	
65	COLONIA CANDELARIA	2170	21	2018-06-17	
66	COLONIA FERNANDEZ	2639	21	2018-06-17	
67	COLONIA GOMEZ	2639	21	2018-06-17	
68	COLONIA HANSEN	2637	21	2018-06-17	
69	COLONIA LA  CATALANA	2637	21	2018-06-17	
70	COLONIA LA  PALENCIA	2639	21	2018-06-17	
71	COLONIA LA  PELLEGRINI	2639	21	2018-06-17	
72	COLONIA LA COSTA	2170	21	2018-06-17	
73	COLONIA LAGO DI COMO	2187	21	2018-06-17	
74	COLONIA PIAMONTESA	2639	21	2018-06-17	
75	COLONIA SANTA NATALIA	2639	21	2018-06-17	
76	COLONIA TOSCANA PRIMERA	2185	21	2018-06-17	
77	COLONIA TOSCANA SEGUNDA	2185	21	2018-06-17	
78	COLONIA VALENCIA	2639	21	2018-06-17	
79	CUATRO ESQUINAS	2639	21	2018-06-17	
80	GODEKEN	2639	21	2018-06-17	
81	LA MERCED	2173	21	2018-06-17	
82	LA VIUDA	2183	21	2018-06-17	
83	LOS MOLINOS	2181	21	2018-06-17	
84	LOS NOGALES	2183	21	2018-06-17	
85	LOS QUIRQUINCHOS	2637	21	2018-06-17	
86	PUEBLO AREQUITO	2183	21	2018-06-17	
87	SAN JOSE DE LA ESQUINA	2185	21	2018-06-17	
88	SANFORD	2173	21	2018-06-17	
89	SANTA NATALIA	2639	21	2018-06-17	
90	VILLADA	2173	21	2018-06-17	
91	ADOLFO ALSINA	2311	21	2018-06-17	
92	ANGELICA	2303	21	2018-06-17	
93	ATALIVA	2307	21	2018-06-17	
94	AURELIA	2318	21	2018-06-17	
95	BAUER Y SIGEL	2403	21	2018-06-17	
96	BELLA ITALIA	2301	21	2018-06-17	
97	CABA	2322	21	2018-06-17	
98	CAMPO CLUCELLAS	2407	21	2018-06-17	
99	CAMPO DARATTI	2307	21	2018-06-17	
100	CAMPO ROMERO	2407	21	2018-06-17	
101	CAMPO TORQUINSTON	2403	21	2018-06-17	
102	CAMPO ZURBRIGGEN	2407	21	2018-06-17	
103	CAPILLA SAN JOSE	2301	21	2018-06-17	
104	CASABLANCA	2317	21	2018-06-17	
105	PLAZA CLUCELLAS	2407	21	2018-06-17	
106	COLONIA ALDAO	2317	21	2018-06-17	
107	COLONIA BELLA ITALIA	2300	21	2018-06-17	
108	COLONIA BICHA	2317	21	2018-06-17	
109	COLONIA BIGAND	2317	21	2018-06-17	
110	BOSSI	2326	21	2018-06-17	
111	COLONIA CASTELLANOS	2301	21	2018-06-17	
112	COLONIA CELLO	2405	21	2018-06-17	
113	FIDELA	2301	21	2018-06-17	
114	COLONIA JOSEFINA	2403	21	2018-06-17	
115	COLONIA MARGARITA	2443	21	2018-06-17	
116	COLONIA MAUA	2311	21	2018-06-17	
117	COLONIA REINA MARGARITA	2309	21	2018-06-17	
118	COLONIA SAN ANTONIO	2301	21	2018-06-17	
119	COLONIA TACURALES	2324	21	2018-06-17	
120	CONSTANZA	2311	21	2018-06-17	
121	CORONEL FRAGA	2301	21	2018-06-17	
122	CRISTOLIA	2445	21	2018-06-17	
123	DESVIO BOERO	2415	21	2018-06-17	
124	EGUSQUIZA	2301	21	2018-06-17	
125	ESMERALDA	2456	21	2018-06-17	
126	ESTACION CLUCELLAS	2407	21	2018-06-17	
127	ESTACION JOSEFINA	2403	21	2018-06-17	
128	ESTACION SAGUIER	2315	21	2018-06-17	
129	ESTRADA	2409	21	2018-06-17	
130	SANTA EUSEBIA	2317	21	2018-06-17	
131	EUSTOLIA	2407	21	2018-06-17	
132	FRONTERA	2438	21	2018-06-17	
133	GALISTEO	2307	21	2018-06-17	
134	GARIBALDI	2443	21	2018-06-17	
135	HUMBERTO PRIMERO	2309	21	2018-06-17	
136	JOSE MANUEL ESTRADA	2403	21	2018-06-17	
137	KILOMETRO 113	2407	21	2018-06-17	
138	KILOMETRO 483	2456	21	2018-06-17	
139	KILOMETRO 501	2438	21	2018-06-17	
140	KILOMETRO 85	2303	21	2018-06-17	
141	LEHMANN	2305	21	2018-06-17	
142	LOS SEMBRADOS	2447	21	2018-06-17	
143	MANGORE	2445	21	2018-06-17	
144	MARIA JUANA	2445	21	2018-06-17	
145	MONIGOTES	2342	21	2018-06-17	
146	PALACIOS	2326	21	2018-06-17	
147	PRESIDENTE ROCA	2301	21	2018-06-17	
148	PUEBLO MARIA JUANA	2445	21	2018-06-17	
149	MARINI	2301	21	2018-06-17	
150	RAMONA	2301	21	2018-06-17	
151	PUEBLO SAN ANTONIO	2301	21	2018-06-17	
152	RAFAELA	2300	21	2018-06-17	
153	RAQUEL	2322	21	2018-06-17	
154	REINA MARGARITA	2309	21	2018-06-17	
155	RINCON DE TACURALES	2317	21	2018-06-17	
156	SAGUIER	2301	21	2018-06-17	
157	SAN MIGUEL	2309	21	2018-06-17	
158	SAN VICENTE	2447	21	2018-06-17	
159	SANTA CLARA DE SAGUIER	2405	21	2018-06-17	
160	SUNCHALES	2322	21	2018-06-17	
161	SUSANA	2301	21	2018-06-17	
162	TACURAL	2324	21	2018-06-17	
163	VILA	2301	21	2018-06-17	
164	VILLA SAN JOSE	2301	21	2018-06-17	
165	VILLANI	2400	21	2018-06-17	
166	VIRGINIA	2311	21	2018-06-17	
167	ZANETTI	2301	21	2018-06-17	
168	ZENON PEREYRA	2409	21	2018-06-17	
169	CAMPO MAGNIN	3011	21	2018-06-17	
170	CAMPO QUI	2258	21	2018-06-17	
171	CAMPO RODRIGUEZ	2255	21	2018-06-17	
172	CAVOUR	3081	21	2018-06-17	
173	COLONIA ADOLFO ALSINA	3029	21	2018-06-17	
174	COLONIA LA NUEVA	3081	21	2018-06-17	
175	COLONIA MATILDE	3013	21	2018-06-17	
176	COLONIA PUJOL	3080	21	2018-06-17	
177	CORONEL RODRIGUEZ	3013	21	2018-06-17	
178	CULULU	3023	21	2018-06-17	
179	JACINTO L ARAUZ	3029	21	2018-06-17	
180	EL TROPEZON	3009	21	2018-06-17	
181	ELISA	3029	21	2018-06-17	
182	EMPALME SAN CARLOS	3007	21	2018-06-17	
183	ESPERANZA	3080	21	2018-06-17	
184	ESTACION MATILDE	3013	21	2018-06-17	
185	FELICIA	3087	21	2018-06-17	
186	FRANCK	3009	21	2018-06-17	
187	GRUTLY	3083	21	2018-06-17	
188	GRUTLY NORTE	3083	21	2018-06-17	
189	HIPATIA	3023	21	2018-06-17	
190	HUMBOLDT	3081	21	2018-06-17	
191	HUMBOLDT CHICO	3081	21	2018-06-17	
192	ITUZAINGO	2311	21	2018-06-17	
193	LA ORILLA	3080	21	2018-06-17	
194	LA PELADA	3027	21	2018-06-17	
195	LARRECHEA	3080	21	2018-06-17	
196	LAS HIGUERITAS	3013	21	2018-06-17	
197	LAS TUNAS	3009	21	2018-06-17	
198	MARIA LUISA	3025	21	2018-06-17	
199	MARIANO SAAVEDRA	3011	21	2018-06-17	
200	NUEVO TORINO	3087	21	2018-06-17	
201	PERICOTA	3025	21	2018-06-17	
202	PILAR	3085	21	2018-06-17	
203	PROGRESO	3023	21	2018-06-17	
204	PROVIDENCIA	3025	21	2018-06-17	
205	PUEBLO ABC	3080	21	2018-06-17	
206	PUJATO NORTE	3080	21	2018-06-17	
207	RINCON DEL PINTADO	3080	21	2018-06-17	
208	RIVADAVIA	3081	21	2018-06-17	
209	SA PEREYRA	3011	21	2018-06-17	
210	SAN AGUSTIN	3017	21	2018-06-17	
211	SAN CARLOS CENTRO	3013	21	2018-06-17	
212	SAN CARLOS NORTE	3009	21	2018-06-17	
213	SAN CARLOS SUD	3013	21	2018-06-17	
214	SAN JERONIMO DEL SAUCE	3009	21	2018-06-17	
215	SAN JERONIMO NORTE	3011	21	2018-06-17	
216	SAN MARIANO	3011	21	2018-06-17	
217	SANTA CLARA DE BUENA VISTA	2258	21	2018-06-17	
218	SANTA MARIA CENTRO	3011	21	2018-06-17	
219	SANTO DOMINGO	3025	21	2018-06-17	
220	SARMIENTO	3023	21	2018-06-17	
221	TOMAS ALVA EDISON	3023	21	2018-06-17	
222	BOMBAL	2179	21	2018-06-17	
223	CAMPO RUEDA	2109	21	2018-06-17	
224	CA	2105	21	2018-06-17	
225	CEPEDA	2105	21	2018-06-17	
226	COLONIA VALDEZ	2115	21	2018-06-17	
227	EL BAGUAL	2723	21	2018-06-17	
228	EMPALME VILLA CONSTITUCION	2918	21	2018-06-17	
229	ESTACION VILLA CONSTITUCION	2919	21	2018-06-17	
230	FRANCISCO PAZ	2111	21	2018-06-17	
231	GENERAL GELLY	2701	21	2018-06-17	
232	GODOY	2921	21	2018-06-17	
233	JUAN B MOLINA	2103	21	2018-06-17	
234	JUNCAL	2723	21	2018-06-17	
235	LA OTHILA	2115	21	2018-06-17	
236	LA VANGUARDIA	2105	21	2018-06-17	
237	LOMA VERDE	2117	21	2018-06-17	
238	MAXIMO PAZ	2115	21	2018-06-17	
239	ORATORIO MORANTE	2921	21	2018-06-17	
240	PAVON	2918	21	2018-06-17	
241	PAVON ARRIBA	2109	21	2018-06-17	
242	PEYRANO	2113	21	2018-06-17	
243	ALCORTA	2117	21	2018-06-17	
244	RODOLFO ALCORTA	2115	21	2018-06-17	
245	RUEDA	2921	21	2018-06-17	
246	SANTA TERESA	2111	21	2018-06-17	
247	SARGENTO CABRAL	2105	21	2018-06-17	
248	STEPHENSON	2103	21	2018-06-17	
249	THEOBALD	2918	21	2018-06-17	
250	TRES ESQUINAS	2921	21	2018-06-17	
251	VILLA CONSTITUCION	2919	21	2018-06-17	
252	LA CELIA	2115	21	2018-06-17	
253	AGUARA GRANDE	3071	21	2018-06-17	
254	AMBROSETTI	2352	21	2018-06-17	
255	BEALISTOCK	2326	21	2018-06-17	
256	CAMPO BOTTO	2345	21	2018-06-17	
257	CAMPO EL MATACO	2342	21	2018-06-17	
258	CAPIVARA	2311	21	2018-06-17	
259	CERES	2340	21	2018-06-17	
260	COLONIA ANA	2345	21	2018-06-17	
261	COLONIA BERLIN	2313	21	2018-06-17	
262	COLONIA CLARA	3025	21	2018-06-17	
263	COLONIA EL SIMBOL	3074	21	2018-06-17	
264	COLONIA MACKINLAY	2347	21	2018-06-17	
265	COLONIA MALHMAN SUD	2347	21	2018-06-17	
266	COLONIA ORTIZ	2313	21	2018-06-17	
267	COLONIA RIPAMONTI	2349	21	2018-06-17	
268	COLONIA ROSA	2347	21	2018-06-17	
269	CUATRO CASAS	2313	21	2018-06-17	
270	CURUPAYTI	2342	21	2018-06-17	
271	DOCE CASAS	2313	21	2018-06-17	
272	EL AGUARA	3070	21	2018-06-17	
273	HERSILIA	2352	21	2018-06-17	
274	HUANQUEROS	3076	21	2018-06-17	
275	HUGENTOBLER	2344	21	2018-06-17	
276	KILOMETRO 235	3076	21	2018-06-17	
277	LA CABRAL	3074	21	2018-06-17	
278	LA CLARA	3025	21	2018-06-17	
279	LA LUCILA	3072	21	2018-06-17	
280	LA POLVAREDA	3074	21	2018-06-17	
281	LA RUBIA	2342	21	2018-06-17	
282	LA VERDE	3076	21	2018-06-17	
283	LAGUNA VERDE	3076	21	2018-06-17	
284	LAS AVISPAS	3074	21	2018-06-17	
285	LAS PALMERAS	2326	21	2018-06-17	
286	LOS MOLLES	3070	21	2018-06-17	
287	MARIA EUGENIA	3072	21	2018-06-17	
288	MOISES VILLE	2313	21	2018-06-17	
289	MONTE OSCURIDAD	2349	21	2018-06-17	
290	MUTCHNIK	2313	21	2018-06-17	
291	PETRONILA	3046	21	2018-06-17	
292	PORTUGALETE	3071	21	2018-06-17	
293	RINCON DE SAN ANTONIO	3046	21	2018-06-17	
294	RINCON DEL QUEBRACHO	3025	21	2018-06-17	
295	SAN CRISTOBAL	3070	21	2018-06-17	
296	SAN GUILLERMO	2347	21	2018-06-17	
297	SANTURCE	3074	21	2018-06-17	
298	SUARDI	2349	21	2018-06-17	
299	VEINTICUATRO CASAS	2313	21	2018-06-17	
300	VILLA SARALEGUI	3046	21	2018-06-17	
301	VILLA TRINIDAD	2345	21	2018-06-17	
302	WALVELBERG	2313	21	2018-06-17	
303	ZADOCKHAN	2326	21	2018-06-17	
304	CALCHINES	3001	21	2018-06-17	
305	CAMPO DEL MEDIO	3001	21	2018-06-17	
306	CAMPO ITURRASPE	3001	21	2018-06-17	
307	CAYASTA	3001	21	2018-06-17	
308	COLONIA CALIFORNIA	3005	21	2018-06-17	
309	COLONIA NUEVA NARCISO	3001	21	2018-06-17	
310	COLONIA SAN JOAQUIN	3001	21	2018-06-17	
311	EL LAUREL	3001	21	2018-06-17	
312	EL POZO	3001	21	2018-06-17	
313	HELVECIA	3003	21	2018-06-17	
314	JOSE MACIAS	3041	21	2018-06-17	
315	LA NORIA	3001	21	2018-06-17	
316	LAS CA	3046	21	2018-06-17	
317	LAS TRES MARIAS	3046	21	2018-06-17	
318	LOS CERRILLOS	3001	21	2018-06-17	
319	RECREO SUR	3001	21	2018-06-17	
320	RUINAS SANTA FE LA VIEJA	3001	21	2018-06-17	
321	SALADERO M CABAL	3001	21	2018-06-17	
322	SAN JOAQUIN	3001	21	2018-06-17	
323	SANTA ROSA DE CALCHINES	3001	21	2018-06-17	
324	VUELTA DEL PIRATA	3001	21	2018-06-17	
325	ANDINO	2214	21	2018-06-17	
326	BERRETTA	2501	21	2018-06-17	
327	BUSTINZA	2501	21	2018-06-17	
328	CAMPO HORQUESCO	2144	21	2018-06-17	
329	CAMPO MEDINA	2142	21	2018-06-17	
330	CAMPO PALETTA	2206	21	2018-06-17	
331	CAMPO RAFFO	2216	21	2018-06-17	
332	CA	2500	21	2018-06-17	
333	CARRIZALES	2218	21	2018-06-17	
334	CLARKE	2218	21	2018-06-17	
335	CLASON	2146	21	2018-06-17	
336	COLONIA MEDICI	2144	21	2018-06-17	
337	COLONIA TRES MARIAS	2216	21	2018-06-17	
338	CORREA	2506	21	2018-06-17	
339	GRANJA SAN MANUEL	2501	21	2018-06-17	
340	KILOMETRO 323	2142	21	2018-06-17	
341	KILOMETRO 49	2506	21	2018-06-17	
342	LARGUIA	2144	21	2018-06-17	
343	LOS LEONES	2146	21	2018-06-17	
344	LUCIO V LOPEZ	2142	21	2018-06-17	
345	MARIA LUISA CORREA	2501	21	2018-06-17	
346	OLIVEROS	2206	21	2018-06-17	
347	RINCON DE GRONDONA	2206	21	2018-06-17	
348	SALTO GRANDE	2142	21	2018-06-17	
349	SAN ESTANISLAO	2501	21	2018-06-17	
350	SAN RICARDO	2501	21	2018-06-17	
351	SERODINO	2216	21	2018-06-17	
352	TOTORAS	2144	21	2018-06-17	
353	VILLA ELOISA	2503	21	2018-06-17	
354	CAMPO HUBER	3555	21	2018-06-17	
355	CAMPO ZAVALLA	3045	21	2018-06-17	
356	ARIJON	2242	21	2018-06-17	
357	AROCENA	2242	21	2018-06-17	
358	BARRANCAS	2246	21	2018-06-17	
359	BARRIO CAIMA	2242	21	2018-06-17	
360	BERNARDO DE IRIGOYEN	2248	21	2018-06-17	
361	CAMPO BRARDA	2248	21	2018-06-17	
362	CAMPO CARIGNANO	2248	21	2018-06-17	
363	CAMPO GALLOSO	2212	21	2018-06-17	
364	CAMPO GARCIA	2240	21	2018-06-17	
365	CAMPO GENERO	2248	21	2018-06-17	
366	CAMPO GIMENEZ	2253	21	2018-06-17	
367	CAMPO MOURE	2240	21	2018-06-17	
368	CARCEL MODELO CORONDA	2240	21	2018-06-17	
369	CENTENO	2148	21	2018-06-17	
370	COLONIA CORONDINA	2240	21	2018-06-17	
371	COLONIA CAMPO PIAGGIO	2252	21	2018-06-17	
372	CORONDA	2240	21	2018-06-17	
373	DESVIO ARIJON	2242	21	2018-06-17	
374	DIAZ	2222	21	2018-06-17	
375	GABOTO	2208	21	2018-06-17	
376	GESSLER	2253	21	2018-06-17	
377	IRIGOYEN	2248	21	2018-06-17	
378	LARRECHEA	2241	21	2018-06-17	
379	LOMA ALTA	2253	21	2018-06-17	
380	LOPEZ	2255	21	2018-06-17	
381	MACIEL	2208	21	2018-06-17	
382	MONJE	2212	21	2018-06-17	
383	ORO	2253	21	2018-06-17	
384	PUENTE COLASTINE	2242	21	2018-06-17	
385	PUERTO ARAGON	2246	21	2018-06-17	
386	PUERTO GABOTO	2208	21	2018-06-17	
387	RIGBY	2255	21	2018-06-17	
388	SAN FABIAN	2242	21	2018-06-17	
389	SAN GENARO	2146	21	2018-06-17	
390	SAN GENARO NORTE	2147	21	2018-06-17	
391	VILLA BIOTA	2147	21	2018-06-17	
392	VILLA GUASTALLA	2148	21	2018-06-17	
393	FORTIN ALMAGRO	3046	21	2018-06-17	
394	ALTO VERDE	3001	21	2018-06-17	
395	ANGEL GALLARDO	3014	21	2018-06-17	
396	AROMOS	3036	21	2018-06-17	
397	ARROYO AGUIAR	3014	21	2018-06-17	
398	ARROYO LEYES	3001	21	2018-06-17	
399	ASCOCHINGAS	3014	21	2018-06-17	
400	BAJO LAS TUNAS	3017	21	2018-06-17	
401	BARRANQUITAS	3000	21	2018-06-17	
402	CABAL	3036	21	2018-06-17	
403	CAMPO ANDINO	3021	21	2018-06-17	
404	CAMPO CRESPO	3001	21	2018-06-17	
405	CAMPO LEHMAN	3014	21	2018-06-17	
406	CAMPO SANTO DOMINGO	3020	21	2018-06-17	
407	CANDIOTI	3018	21	2018-06-17	
408	COLASTINE	3001	21	2018-06-17	
409	COLASTINE NORTE	3001	21	2018-06-17	
410	COLONIA CAMPO BOTTO	3036	21	2018-06-17	
411	CONSTITUYENTES	3014	21	2018-06-17	
412	EL GALPON	3021	21	2018-06-17	
413	EMILIA	3036	21	2018-06-17	
414	IRIONDO	3018	21	2018-06-17	
415	ISLA DEL PORTE	3001	21	2018-06-17	
416	KILOMETRO 28	3014	21	2018-06-17	
417	KILOMETRO 35	3014	21	2018-06-17	
418	KILOMETRO 41	3020	21	2018-06-17	
419	KILOMETRO 49	3023	21	2018-06-17	
420	KILOMETRO 9	3000	21	2018-06-17	
421	LA GUARDIA	3001	21	2018-06-17	
422	LAGUNA PAIVA	3020	21	2018-06-17	
423	LASSAGA	3036	21	2018-06-17	
424	LLAMBI CAMPBELL	3036	21	2018-06-17	
425	LOS HORNOS	3021	21	2018-06-17	
426	MANUCHO	3023	21	2018-06-17	
427	MONTE VERA	3014	21	2018-06-17	
428	NELSON	3032	21	2018-06-17	
429	NUEVA POMPEYA	3014	21	2018-06-17	
430	PASO VINAL	3080	21	2018-06-17	
431	PIQUETE	3000	21	2018-06-17	
432	POMPEYA	3014	21	2018-06-17	
433	PUEBLO CANDIOTI	3000	21	2018-06-17	
434	RECREO	3018	21	2018-06-17	
435	REYNALDO CULLEN	3020	21	2018-06-17	
436	RINCON NORTE	3001	21	2018-06-17	
437	RINCON POTREROS	3001	21	2018-06-17	
438	RINLON DE AVILA	3023	21	2018-06-17	
439	RIO SALADO	3036	21	2018-06-17	
440	SAN GUILLERMO	3020	21	2018-06-17	
441	SAN JOSE DEL RINCON	3001	21	2018-06-17	
442	SAN PEDRO	3021	21	2018-06-17	
443	SAN PEDRO NORTE	3021	21	2018-06-17	
444	SAN PEDRO SUR	3014	21	2018-06-17	
445	SANTO TOME	3016	21	2018-06-17	
446	SAUCE VIEJO	3017	21	2018-06-17	
447	SETUBAL	3014	21	2018-06-17	
448	VILLA DON BOSCO	3000	21	2018-06-17	
449	VILLA LUJAN	3016	21	2018-06-17	
450	VILLA MARIA SELVA	3000	21	2018-06-17	
451	VILLA VIVEROS	3001	21	2018-06-17	
452	VILLA YAPEYU	3000	21	2018-06-17	
453	YAMANDU	3014	21	2018-06-17	
454	INGENIERO BOASI	3023	21	2018-06-17	
455	SANTA CLARA	2258	21	2018-06-17	
456	AARON CASTELLANOS	6106	21	2018-06-17	
457	AMENABAR	6103	21	2018-06-17	
458	CAFFERATA	2643	21	2018-06-17	
459	CAMINERA GENERAL LOPEZ	2720	21	2018-06-17	
460	CAMPO QUIRNO	2607	21	2018-06-17	
461	CA	2635	21	2018-06-17	
462	CARLOS DOSE	2635	21	2018-06-17	
463	CARMEN	2618	21	2018-06-17	
464	CARRERAS	2729	21	2018-06-17	
465	CHAPUY	2603	21	2018-06-17	
466	CHOVET	2633	21	2018-06-17	
467	CORONEL ROSETI	6106	21	2018-06-17	
468	COLONIA MORGAN	2609	21	2018-06-17	
469	COLONIA SANTA LUCIA	2609	21	2018-06-17	
470	CORA	2631	21	2018-06-17	
471	4 DE FEBRERO	2732	21	2018-06-17	
472	DIEGO DE ALVEAR	6036	21	2018-06-17	
473	DURHAM	2631	21	2018-06-17	
474	EL ALBERDON	6106	21	2018-06-17	
475	EL CANTOR	2643	21	2018-06-17	
476	EL JARDIN	2732	21	2018-06-17	
477	EL REFUGIO	6103	21	2018-06-17	
478	ELORTONDO	2732	21	2018-06-17	
479	ENCADENADAS	2607	21	2018-06-17	
480	ESTACION CHRISTOPHERSEN	2611	21	2018-06-17	
481	FIRMAT	2630	21	2018-06-17	
482	HUGHES	2725	21	2018-06-17	
483	KILOMETRO 396	6106	21	2018-06-17	
484	LA ADELAIDA	6103	21	2018-06-17	
485	LA ASTURIANA	6106	21	2018-06-17	
486	LA CALMA	6106	21	2018-06-17	
487	LA CHISPA	2601	21	2018-06-17	
488	LA CONSTANCIA	6103	21	2018-06-17	
489	LA GAMA	2615	21	2018-06-17	
490	LA INES	6100	21	2018-06-17	
491	LA INGLESITA	2601	21	2018-06-17	
492	LA MOROCHA	2613	21	2018-06-17	
493	LA PICASA	6036	21	2018-06-17	
494	LABORDEBOY	2726	21	2018-06-17	
495	LAS DOS ANGELITAS	6106	21	2018-06-17	
496	LAS ENCADENADAS	2607	21	2018-06-17	
497	LAZZARINO	6103	21	2018-06-17	
498	LOS ARCOS	2720	21	2018-06-17	
499	MAGGIOLO	2622	21	2018-06-17	
500	MARIA TERESA	2609	21	2018-06-17	
501	MELINCUE	2728	21	2018-06-17	
502	MERCEDITAS	2725	21	2018-06-17	
503	MIRAMAR	6106	21	2018-06-17	
504	MURPHY	2601	21	2018-06-17	
505	OTTO BEMBERG	2605	21	2018-06-17	
506	MIGUEL TORRES	2631	21	2018-06-17	
507	RASTREADOR FOURNIER	2605	21	2018-06-17	
508	RUFINO	6100	21	2018-06-17	
509	RUNCIMAN	2611	21	2018-06-17	
510	SAN CARLOS	6106	21	2018-06-17	
511	SAN EDUARDO	2615	21	2018-06-17	
512	SAN FRANCISCO DE SANTA FE	2601	21	2018-06-17	
513	SAN GREGORIO	2613	21	2018-06-17	
514	SAN MARCELO	6009	21	2018-06-17	
515	SAN MARCOS DE VENADO TUERTO	2600	21	2018-06-17	
516	SAN URBANO	2728	21	2018-06-17	
517	SANCTI SPIRITU	2617	21	2018-06-17	
518	SANTA EMILIA	2725	21	2018-06-17	
519	SANTA ISABEL	2605	21	2018-06-17	
520	SANTA PAULA	6106	21	2018-06-17	
521	TARRAGONA	6103	21	2018-06-17	
522	TEODELINA	6009	21	2018-06-17	
523	VENADO TUERTO	2600	21	2018-06-17	
524	VILLA CA	2607	21	2018-06-17	
525	VILLA DIVISA DE MAYO	2631	21	2018-06-17	
526	VILLA FREDICKSON	2630	21	2018-06-17	
527	VILLA REGULES	2630	21	2018-06-17	
528	VILLA ROSELLO	6100	21	2018-06-17	
529	WHEELWRIGHT	2722	21	2018-06-17	
530	ARROYO CEIBAL	3575	21	2018-06-17	
531	ARROYO DEL REY	3565	21	2018-06-17	
532	AVELLANEDA	3561	21	2018-06-17	
533	BERNA	3569	21	2018-06-17	
534	CAMPO EL ARAZA	3569	21	2018-06-17	
535	CAMPO FURRER	3569	21	2018-06-17	
536	CAMPO GARABATO	3572	21	2018-06-17	
537	CAMPO GOLA	3516	21	2018-06-17	
538	CAMPO GRANDE	3575	21	2018-06-17	
539	COLONIA HARDY	3592	21	2018-06-17	
540	CAMPO RAMSEYER	3572	21	2018-06-17	
541	CAMPO REDONDO	3581	21	2018-06-17	
542	CAMPO SIETE provincia	3575	21	2018-06-17	
543	COLONIA URDANIZ	3516	21	2018-06-17	
544	CAMPO VERGE	3516	21	2018-06-17	
545	CAMPO YAGUARETE	3586	21	2018-06-17	
546	CAPILLA GUADALUPE NORTE	3574	21	2018-06-17	
547	COLONIA ALTHUAUS	3572	21	2018-06-17	
548	COLONIA ELLA	3572	21	2018-06-17	
549	COLONIA SAN MANUEL	3563	21	2018-06-17	
550	COLONIA SANTA CATALINA	3572	21	2018-06-17	
551	BARROS PAZOS	3569	21	2018-06-17	
552	DESVIO KILOMETRO 392	3551	21	2018-06-17	
553	DISTRITO 3 ISLETAS	3575	21	2018-06-17	
